3862,12044,Mercedez-Benz,71.0,3828644,0
12908,4373,Toyota,73.0,3896564,0
2028,8215,Toyota,75.0,3987658,0
10206,14684,LADA,73.0,3872030,0
10778,10746,LADA,75.0,3974795,0
7408,3911,Infiniti,70.0,3690176,0
1482,8344,Infiniti,74.0,3868839,0
4625,4597,Daewoo,72.0,3750043,0
11715,8888,Infiniti,72.0,3745866,0
9728,9092,Audi,77.0,3999601,0
9856,15201,LADA,75.0,3882412,0
12649,12030,Mercedez-Benz,74.0,3821106,0
11465,17355,Ford,73.0,3769420,0
13365,7961,Mercedez-Benz,70.0,3611862,0
8448,17815,LADA,74.0,3812342,0
2789,9823,Infiniti,72.0,3685228,0
6106,5807,Subaru,73.0,3733796,0
12697,11760,Daewoo,77.0,3932506,0
7061,11108,KIA,74.0,3770198,0
7905,15086,Nissan,78.0,3958527,0
11431,12140,KIA,70.0,3536624,0
10252,15347,KIA,79.0,3989764,0
13121,12108,Subaru,71.0,3564653,0
1066,17277,Ford,74.0,3703199,0
8188,16712,LADA,79.0,3932394,0
11609,13788,Mercedez-Benz,74.0,3669721,0
92,13538,Subaru,77.0,3817309,0
6924,3146,LADA,72.0,3565413,0
12419,8963,Ford,80.0,3955191,0
12212,1628,KIA,78.0,3838644,0
4963,15709,KIA,77.0,3765995,0
2156,9144,BMW,78.0,3807558,0
7862,10015,KIA,72.0,3512297,0
11795,14273,Mercedez-Benz,73.0,3555748,0
7837,13165,Infiniti,77.0,3740009,0
7727,7184,Subaru,78.0,3778652,0
12992,4962,Audi,70.0,3385885,0
12451,3641,LADA,77.0,3700144,0
6340,5620,Nissan,78.0,3748143,0
3327,4764,Audi,72.0,3456339,0
2246,12790,KIA,74.0,3544668,0
6609,19262,Toyota,82.0,3908875,0
9827,3128,Ford,84.0,3988972,0
5588,495,Subaru,84.0,3981325,0
7659,3179,LADA,83.0,3923007,0
7829,4654,Audi,83.0,3916858,0
1403,15297,Daewoo,79.0,3717344,0
7035,14922,Ford,82.0,3850590,0
9202,17122,Toyota,79.0,3703825,0
3371,2207,LADA,83.0,3864737,0
5467,12393,BMW,74.0,3436271,0
6704,9179,Infiniti,78.0,3619161,0
6315,10494,Toyota,74.0,3433544,0
14376,9365,Daewoo,78.0,3612580,0
3043,18126,Audi,78.0,3611321,0
996,3915,Daewoo,74.0,3423992,0
9097,15304,Infiniti,81.0,3732693,0
13199,2654,Toyota,75.0,3452446,0
3948,15460,KIA,86.0,3941471,0
10636,839,Ford,85.0,3893779,0
3019,14928,LADA,70.0,3187357,0
12486,8742,LADA,76.0,3460525,0
14768,7380,Ford,80.0,3635780,0
13620,9239,BMW,84.0,3808555,0
2445,19148,Subaru,87.0,3929072,0
2712,605,Infiniti,82.0,3695113,0
2271,10581,KIA,76.0,3418500,0
5824,7473,Daewoo,70.0,3134846,0
8847,15458,LADA,89.0,3977775,0
4388,17485,Toyota,74.0,3291209,0
5947,14835,BMW,76.0,3376026,0
14455,4219,Audi,83.0,3684152,0
7463,3030,Mercedez-Benz,86.0,3800613,0
3853,4028,Audi,77.0,3399671,0
13019,19439,Toyota,87.0,3837953,0
2233,3157,KIA,71.0,3125758,0
166,19596,Nissan,90.0,3951606,0
6700,1519,Audi,73.0,3203601,0
12071,10469,Infiniti,75.0,3285902,0
9129,1251,LADA,75.0,3282820,0
12233,13990,Audi,88.0,3851833,0
9842,6182,Audi,83.0,3601792,0
5216,2613,Audi,89.0,3847874,0
12171,6836,KIA,74.0,3197340,0
10040,15522,BMW,81.0,3495390,0
881,2149,Subaru,82.0,3530854,0
11840,4952,Mercedez-Benz,81.0,3486989,0
10301,15600,Audi,71.0,3053108,0
3377,3935,Audi,77.0,3306622,0
2796,1394,Mercedez-Benz,77.0,3299168,0
14631,12264,BMW,76.0,3248294,0
9761,19996,Subaru,80.0,3413021,0
6818,10228,Infiniti,71.0,3024136,0
9835,3240,LADA,77.0,3265445,0
8971,12770,Nissan,90.0,3809037,0
8831,7470,Nissan,94.0,3971846,0
4841,7092,Ford,92.0,3886441,0
999,16675,KIA,88.0,3712559,0
6816,18442,Daewoo,88.0,3691886,0
7384,17108,BMW,76.0,3188235,0
12613,6219,BMW,90.0,3770847,0
11694,11745,Toyota,71.0,2963361,0
11577,11315,Mercedez-Benz,95.0,3957845,0
3437,15208,Audi,94.0,3913243,0
1207,15252,KIA,87.0,3620020,0
10955,13116,KIA,75.0,3118871,0
9147,4644,Audi,78.0,3243118,0
6178,2769,Ford,88.0,3654537,0
8966,9922,Subaru,95.0,3941685,0
12585,13659,LADA,76.0,3145337,0
10070,16700,LADA,93.0,3842520,0
12315,9560,Subaru,93.0,3823436,0
11828,417,Mercedez-Benz,82.0,3367692,0
8399,9702,LADA,96.0,3940959,0
115,16256,Nissan,89.0,3650154,0
11662,5846,Ford,71.0,2905468,0
6824,17587,KIA,97.0,3952688,0
7951,17622,Daewoo,76.0,3094948,0
7793,4822,Subaru,95.0,3866215,0
4202,1470,KIA,88.0,3572135,0
1427,1311,KIA,70.0,2831036,0
13342,5759,KIA,96.0,3881316,0
1408,2698,Subaru,82.0,3314921,0
13161,6065,Nissan,78.0,3150064,0
9763,6243,Mercedez-Benz,90.0,3632374,0
10433,1015,Toyota,87.0,3504099,0
2396,1164,Ford,94.0,3785435,0
14273,2621,Toyota,97.0,3900687,0
14360,13194,Mercedez-Benz,92.0,3689471,0
3582,2773,BMW,94.0,3766616,0
11149,973,Audi,74.0,2962353,0
8387,1279,Subaru,90.0,3602611,0
6920,888,BMW,83.0,3319428,0
7223,12897,Toyota,79.0,3153950,0
6843,2605,Ford,80.0,3188362,0
6104,2704,Subaru,86.0,3421511,0
2527,12253,Nissan,72.0,2864364,0
9096,1821,Subaru,70.0,2784432,0
7985,5509,Mercedez-Benz,88.0,3495978,0
823,17536,Infiniti,82.0,3246307,0
5151,312,Toyota,80.0,3162422,0
12225,5879,Subaru,94.0,3713022,0
4548,4537,Ford,74.0,2922970,0
12404,12832,Audi,77.0,3035922,0
1924,4161,Mercedez-Benz,78.0,3074986,0
326,14012,BMW,96.0,3780908,0
8413,8935,LADA,92.0,3622051,0
13022,15891,Toyota,95.0,3738696,0
7121,11711,KIA,97.0,3814551,0
4089,4449,Subaru,85.0,3336945,0
10440,4291,Audi,82.0,3218520,0
4988,8498,LADA,83.0,3255164,0
4744,888,Mercedez-Benz,95.0,3725441,0
14453,16623,BMW,78.0,3055572,0
11626,10657,KIA,91.0,3560897,0
3928,1658,Daewoo,97.0,3793434,0
8851,7201,Ford,71.0,2775796,0
10106,12095,Infiniti,70.0,2734869,0
8183,2851,Toyota,71.0,2772515,0
8478,18503,Daewoo,83.0,3238218,0
10705,9048,Nissan,83.0,3236014,0
415,19617,BMW,98.0,3819966,0
10291,14447,Audi,94.0,3662028,0
10836,17382,Toyota,76.0,2960496,0
13512,18425,Subaru,81.0,3154854,0
7587,17533,LADA,88.0,3421464,0
12207,18691,LADA,93.0,3612628,0
3021,4428,Toyota,85.0,3297192,0
2831,19300,Toyota,79.0,3062017,0
12637,14828,Infiniti,80.0,3096667,0
6937,11066,Subaru,81.0,3135158,0
11189,16273,Audi,94.0,3637710,0
1662,4303,BMW,73.0,2821052,0
14251,12634,LADA,82.0,3166494,0
9911,15739,Toyota,103.0,3969175,0
4203,6761,Nissan,85.0,3268346,0
10223,18541,Daewoo,104.0,3994572,0
11301,15605,Infiniti,96.0,3684674,0
13543,4512,LADA,92.0,3527184,0
2550,9445,KIA,96.0,3679172,0
12829,19352,Infiniti,75.0,2869433,0
8876,9078,BMW,104.0,3976689,0
5844,8088,Ford,104.0,3975821,0
2144,2604,BMW,99.0,3782352,0
14088,14668,Mercedez-Benz,86.0,3280024,0
2526,13178,Daewoo,91.0,3470525,0
786,6249,Nissan,91.0,3468070,0
13632,7185,Subaru,71.0,2705442,0
11853,16025,Audi,90.0,3428403,0
13372,12824,Audi,88.0,3350144,0
6486,8508,Infiniti,90.0,3425004,0
7665,11664,Mercedez-Benz,80.0,3042601,0
5733,11294,Toyota,89.0,3380879,0
10992,4302,Mercedez-Benz,80.0,3035919,0
7028,16312,Mercedez-Benz,90.0,3413294,0
7026,3575,Mercedez-Benz,73.0,2767742,0
10884,11984,Nissan,88.0,3334739,0
4007,4218,Toyota,101.0,3822612,0
1767,7245,Ford,92.0,3481293,0
4373,12876,Infiniti,78.0,2941713,0
3632,14080,BMW,73.0,2747080,0
8887,9340,KIA,84.0,3156715,0
13050,7475,Audi,71.0,2664774,0
1433,4360,Subaru,101.0,3785486,0
8896,11929,BMW,80.0,2987408,0
5137,12415,KIA,92.0,3434125,0
10698,12978,LADA,74.0,2761944,0
11203,7860,Infiniti,104.0,3875034,0
14775,16830,Daewoo,90.0,3352287,0
2522,4866,Toyota,102.0,3798233,0
13828,17848,KIA,76.0,2822246,0
4170,18734,BMW,87.0,3229638,0
8437,8653,Ford,98.0,3634606,0
5655,15350,Infiniti,87.0,3223814,0
14666,11429,Toyota,85.0,3142365,0
11521,7949,Mercedez-Benz,97.0,3577701,0
12078,13605,Daewoo,70.0,2580661,0
2110,10782,KIA,86.0,3165789,0
10863,11262,Daewoo,107.0,3937729,0
10962,3686,KIA,73.0,2684349,0
5267,14018,LADA,78.0,2864248,0
9732,5070,Infiniti,107.0,3926911,0
1974,4095,Infiniti,85.0,3114164,0
12029,5953,Audi,70.0,2563943,0
13179,2651,Nissan,99.0,3625172,0
6881,1272,Audi,77.0,2814779,0
5200,9456,Toyota,101.0,3680090,0
3181,17450,Daewoo,92.0,3351990,0
9043,8276,Daewoo,93.0,3388257,0
4077,1946,Daewoo,103.0,3750821,0
8015,7154,LADA,70.0,2541628,0
2240,13953,Mercedez-Benz,93.0,3369296,0
793,6475,Daewoo,80.0,2894246,0
1548,14319,LADA,83.0,3000745,0
5116,1655,Daewoo,102.0,3685837,0
917,19366,LADA,96.0,3466672,0
11445,9856,Infiniti,85.0,3068727,0
759,15415,Nissan,81.0,2922362,0
3491,16639,Daewoo,88.0,3172276,0
14890,13356,Mercedez-Benz,107.0,3831982,0
14258,5386,Subaru,101.0,3616675,0
14040,3164,Subaru,102.0,3650031,0
1246,17901,Subaru,95.0,3395221,0
10463,17018,Subaru,102.0,3644502,0
6440,10542,Daewoo,88.0,3143610,0
5881,2500,Mercedez-Benz,92.0,3284052,0
3732,12351,BMW,109.0,3882995,0
14493,8065,Nissan,106.0,3775753,0
2072,12194,Nissan,109.0,3882515,0
3383,1254,Mercedez-Benz,101.0,3591599,0
10618,920,Ford,87.0,3093308,0
11774,6955,KIA,84.0,2983696,0
1743,6962,Toyota,76.0,2698414,0
11664,15739,Ford,78.0,2767168,0
1872,2094,KIA,108.0,3827045,0
6681,11073,LADA,89.0,3152892,0
3788,8221,Daewoo,111.0,3930502,0
9526,14366,BMW,85.0,3009409,0
5393,862,Nissan,105.0,3715745,0
5049,9060,Daewoo,106.0,3741693,0
4826,13719,Audi,91.0,3210315,0
10753,19377,BMW,70.0,2468225,0
13320,9108,Ford,98.0,3454081,0
8793,17901,BMW,107.0,3769853,0
9425,7082,Ford,111.0,3910719,0
10082,3282,Mercedez-Benz,80.0,2818402,0
2802,14205,Ford,98.0,3450880,0
6402,1009,Subaru,110.0,3869972,0
12260,10861,Infiniti,103.0,3612208,0
6038,717,Nissan,78.0,2735392,0
14452,18684,Nissan,114.0,3991584,0
2010,3044,Audi,77.0,2695353,0
9334,365,Daewoo,76.0,2660184,0
5014,15006,Infiniti,72.0,2518326,0
4998,13717,Toyota,108.0,3773362,0
5678,508,Nissan,109.0,3803455,0
1064,17297,Daewoo,92.0,3210205,0
13687,2156,LADA,78.0,2720671,0
2006,9292,LADA,89.0,3103468,0
14195,8822,BMW,70.0,2439943,0
6612,3879,LADA,94.0,3275718,0
8336,16561,LADA,94.0,3275327,0
14917,18317,Infiniti,88.0,3063491,0
12597,12345,LADA,102.0,3548106,0
1448,15378,KIA,95.0,3303130,0
6756,5666,KIA,106.0,3681202,0
8084,1129,Nissan,115.0,3992720,0
13217,2163,LADA,111.0,3852620,0
9561,12156,KIA,107.0,3712434,0
1833,6431,Subaru,81.0,2807069,0
2099,4129,Daewoo,96.0,3324205,0
7997,5510,Daewoo,78.0,2700276,0
14016,17455,Nissan,112.0,3876580,0
3434,5172,Toyota,95.0,3286198,0
10081,1018,Infiniti,86.0,2973262,0
5687,16512,LADA,80.0,2756904,0
4206,4119,Daewoo,71.0,2446347,0
9415,8810,Toyota,109.0,3753406,0
8097,17071,Nissan,102.0,3510896,0
2790,9533,Audi,86.0,2958817,0
14377,8236,Subaru,101.0,3469317,0
