Value,Id
28.00082527697215,0
30.23314711631403,1
28.664340391329105,2
29.340954085011255,3
31.657903433879724,4
39.53321120377269,5
41.595415332589255,6
26.76184154555456,7
46.69826016025779,8
38.043256682433324,9
28.867762740011642,10
38.48595776894383,11
24.1399157330513,12
26.47639351436979,13
25.392085318528167,14
34.85466615785333,15
34.12556871179086,16
31.71900884670687,17
47.345474564230365,18
31.120300847300115,19
28.267895372770703,20
25.9686438987723,21
23.115533698591054,22
25.526722925667954,23
38.43869750911039,24
32.66824230724927,25
31.086398886113244,26
34.78479716316274,27
33.00275755871992,28
46.52005028194398,29
26.89035271639532,30
30.07077327984453,31
26.949978637998214,32
27.674150047515646,33
31.844544852907987,34
22.087436083038977,35
39.096287465862986,36
38.46682722589335,37
29.80936815782072,38
29.699494857162335,39
34.37150494273243,40
28.05739675750919,41
30.198860227138383,42
36.5300661586484,43
31.853548186171743,44
22.515457863949848,45
30.995791905385786,46
24.579240624470252,47
29.191767316774424,48
22.07508388665802,49
34.94676583429407,50
27.402297483335566,51
25.06336350794944,52
33.349258886207444,53
26.287568670136316,54
23.84495354601824,55
30.532383933068033,56
24.744232478551716,57
43.84595998571653,58
31.69060226826096,59
26.59532091404691,60
34.60350302318478,61
29.65862698979859,62
20.77795728025515,63
36.6922299079584,64
24.485186455291085,65
24.96064636435777,66
32.43995007903945,67
34.34083496033902,68
35.7227657771296,69
31.311736360280854,70
38.723556340892785,71
39.43242643530254,72
36.404915472426865,73
42.93964523996464,74
33.63425699859201,75
31.289586291510666,76
42.74243487329719,77
40.02556971765135,78
28.10154422650416,79
27.686993392890592,80
29.679466625117428,81
27.491801215498477,82
32.16133231200216,83
38.21473200248853,84
35.19312170744303,85
35.35965284422278,86
27.22362187630887,87
33.65932068605439,88
27.433276805638386,89
49.60164478926914,90
33.63723293648341,91
36.60107805810887,92
24.32926770932366,93
28.19181090970764,94
30.429956772242576,95
41.295968387577204,96
38.93900520272616,97
33.26633042985678,98
29.79599781509141,99
30.40914963229004,100
32.33931396342989,101
28.58967970392697,102
29.153086348123438,103
23.476220584680917,104
24.74868490832911,105
35.368221449618304,106
37.66243068590621,107
35.88631041401577,108
45.056369609861235,109
24.032781445250574,110
37.163803469512054,111
23.480487127342837,112
39.347714208252114,113
19.83612701057787,114
33.53077984026296,115
24.756727970770356,116
27.96493398075758,117
27.65079730127639,118
32.91096713445527,119
29.251659631183138,120
29.475081203343073,121
25.524176887867988,122
34.43928702439003,123
40.927324386649225,124
35.652463590731365,125
40.89051984001797,126
24.903991474643092,127
28.62646672868651,128
29.35091101764486,129
42.249978070801944,130
24.772098520749317,131
26.826497276175274,132
38.262445187445195,133
32.0212180666906,134
25.59059653602168,135
26.63153897275859,136
30.636752419412993,137
26.22219571714831,138
22.128018879328078,139
37.810879423006654,140
23.80626777360721,141
39.19228294156108,142
30.42481766767471,143
24.135392080998518,144
32.08150613479333,145
23.77823626591966,146
23.10567780260696,147
23.53454826816416,148
43.41401180534415,149
32.958734741707815,150
37.54760456986641,151
26.312704316971733,152
38.39415824308603,153
30.119208887123364,154
26.80270814907371,155
37.409919155197436,156
27.31128777157543,157
28.069785911743125,158
23.938592584129392,159
29.341920581780478,160
28.522432110659537,161
39.18551570174315,162
24.06722682778764,163
29.31977809187005,164
24.20219817881781,165
26.49893507135372,166
31.024367138155107,167
36.483577716616836,168
26.895619185690215,169
22.698797015650612,170
21.952668325276427,171
39.655779159296806,172
30.968197837621332,173
27.981548536168845,174
23.919072498980885,175
33.93296982619811,176
31.523876126524527,177
32.37622494951899,178
30.353825879903866,179
30.35471142177571,180
45.00696134417148,181
37.29475318502963,182
26.71782100212001,183
27.48983189391909,184
43.00262512645266,185
30.584000017176464,186
40.65700186131797,187
41.344722395668164,188
33.326992898984514,189
31.54226842477651,190
38.75175551744057,191
40.81218453455109,192
25.450794004207964,193
36.652314607447,194
38.98942595862748,195
30.575616978164575,196
30.458680525163608,197
34.56010880612572,198
24.330001293791724,199
39.9380463304447,200
33.29804028064632,201
35.87429576178813,202
30.77948819182764,203
35.14302029412819,204
23.39013707639769,205
26.38011073119938,206
44.997924304489246,207
40.86063708970552,208
25.287751276744125,209
32.169991472208764,210
28.17328860676745,211
34.90397114200431,212
33.70836422060778,213
39.75637240527961,214
27.096013577569472,215
36.584815454820884,216
42.94252669860376,217
39.97980291506317,218
27.67969943488208,219
28.67963194941006,220
38.3607090371632,221
32.250160729845405,222
29.310372986906962,223
28.89154474776015,224
39.25531556721621,225
30.83697838510578,226
22.91692704259567,227
31.20562122212724,228
31.583264604462435,229
33.743093533993296,230
23.165433034926483,231
29.862800602702976,232
35.76932685620218,233
43.27876880902516,234
30.397076378708363,235
20.896588944713404,236
35.15356583998284,237
26.606098796450148,238
41.268488562528624,239
38.37860150482464,240
27.698982418440046,241
32.84263914437657,242
39.40516132350634,243
26.06116879610539,244
29.941249286395895,245
25.108789027888207,246
35.200569497546326,247
28.151272988087847,248
29.983552399532165,249
24.991490975881263,250
33.90916651823278,251
28.954065556634376,252
30.492495285106088,253
36.27795773194201,254
30.6764854453505,255
29.08355164229318,256
29.99501823679151,257
22.963006453251257,258
36.47255140398977,259
34.85940730652385,260
30.541950643296673,261
29.582819655195536,262
32.16532525107614,263
36.78669476747002,264
27.20936231158602,265
36.07151147790006,266
39.22000312514139,267
34.132859577727615,268
23.22367216705591,269
29.090218959694894,270
30.61657200710158,271
35.50935559671405,272
36.38066241558379,273
31.12768977504203,274
28.014526276925068,275
30.6969547475141,276
28.367425053983027,277
29.69474907830042,278
32.94548965586158,279
27.962751285113256,280
32.43638648222329,281
27.73455918600336,282
35.84550509101271,283
24.202278925889267,284
32.648380114236204,285
21.650967808845216,286
37.08597568577585,287
30.134652996129923,288
48.73126036036177,289
35.108029571921904,290
33.73827015771758,291
39.369634305882286,292
31.737971957907263,293
28.238937995977572,294
24.212844097113667,295
33.063957010288476,296
30.39922455615075,297
22.72879863240101,298
28.04303167565,299
43.15182591020489,300
28.900989765906402,301
31.079434614905665,302
34.362467585864096,303
32.89205133175151,304
29.266371599438877,305
35.769414961700235,306
38.74437655362138,307
29.819420143196048,308
29.318553745604603,309
37.12508825225829,310
34.483854946801266,311
37.60514024324818,312
26.792850565982334,313
35.5504763264368,314
33.56332983534287,315
28.12309779649867,316
32.510352328630916,317
30.10123903236004,318
24.65276402715226,319
31.112237205671192,320
28.122768557340933,321
42.27413745070339,322
34.29062457745367,323
27.213805782087157,324
39.918943520276514,325
38.76053840849584,326
24.710578588296954,327
35.14297662812167,328
25.19190306329847,329
32.078298231469105,330
23.95669083758179,331
34.29149371605996,332
26.3925395613836,333
34.89007293903263,334
27.56168298363825,335
25.948017719370576,336
28.454126273206562,337
29.592701378016088,338
27.556341886698632,339
22.079026846931228,340
30.634379380566763,341
31.00643862138095,342
24.91346400528606,343
34.01837323181612,344
25.726960604166635,345
34.9797768790895,346
39.644812322186816,347
34.23216635065663,348
34.844941468718204,349
32.47291573980272,350
32.37762463815292,351
35.05000961724175,352
30.038644814590832,353
31.64541498581282,354
33.532009957511555,355
41.69545206861539,356
29.096674717291855,357
38.014058437063944,358
25.4295103309194,359
39.97839855181986,360
29.848817041060016,361
37.64440776593337,362
36.65576809581138,363
33.45876478426684,364
32.24097781777996,365
38.251033406670835,366
21.226992533482605,367
43.96011642207367,368
39.29352138786887,369
32.066148052856455,370
28.1660338937222,371
30.326251438747583,372
30.52515852661012,373
29.670938169337305,374
26.267162726289286,375
37.46606086239788,376
31.759698833450045,377
28.465081385890628,378
26.416220901503557,379
21.698852582294176,380
24.46641612411316,381
31.407698661953468,382
29.998749815771376,383
33.568353051134146,384
26.824120500704403,385
27.677365203009877,386
27.164344040683268,387
44.82943840164711,388
35.90029134383949,389
30.167978775364844,390
39.19346027296322,391
24.69746924492823,392
24.780309323106835,393
35.51905817313835,394
33.43466232650722,395
37.21303365641633,396
36.85671529408702,397
30.378687716110875,398
27.181982306123516,399
23.28502543368832,400
24.41424807344793,401
34.55911242890701,402
32.03665996518016,403
34.14991253417315,404
32.47604251396961,405
36.65003009195021,406
27.185529847506587,407
30.709515300141035,408
36.42314092168039,409
47.37417520569919,410
30.881268425059098,411
23.99265610370962,412
27.7073635522121,413
22.081709733888914,414
31.967315568729596,415
30.842666270424694,416
30.51891924982516,417
25.202932030572093,418
36.82844138306264,419
37.497582527937325,420
27.30152814606938,421
30.993381979743802,422
22.272958832011938,423
36.39741917434958,424
31.240553385080567,425
26.62703158207522,426
48.293160513625,427
30.516002168287258,428
35.336222975701915,429
24.658786525725553,430
35.2370064706083,431
25.98918399285688,432
37.80674778924939,433
38.34956494312733,434
31.880204415338973,435
41.513020538846234,436
38.22034876423996,437
22.94240938721598,438
24.634577438515812,439
35.11565487315298,440
27.72401630736136,441
29.831124497605636,442
42.3975814788929,443
31.120192122372025,444
29.66208420320035,445
38.08098688381853,446
33.825245369003035,447
23.815773529638637,448
31.450138635755977,449
31.26631522333703,450
29.346173282571314,451
35.56558825424452,452
28.80252117422561,453
43.00388742069383,454
33.79924462866783,455
23.820585987921326,456
32.86958716629178,457
28.28536671367076,458
32.35122876726558,459
38.826209649784545,460
43.46221269042078,461
25.75720041688716,462
34.4783252744976,463
27.947927842050746,464
35.25016875651109,465
50.968035947689685,466
34.038363846311846,467
30.258454684714344,468
24.24263665045767,469
25.060763880084565,470
28.578638460555787,471
29.361318991640637,472
25.60813315108191,473
31.5301033887678,474
41.11153266185772,475
46.08583212428388,476
36.578602616894656,477
30.520162427460015,478
20.089727934112084,479
34.57961409685938,480
31.245220118657933,481
25.82766358372426,482
22.768345407838353,483
22.652725982619735,484
26.632936009921572,485
32.78403171985538,486
35.0774149739024,487
26.142578001601862,488
28.716607857222876,489
30.89296162347007,490
29.813860868585202,491
28.245977009125674,492
31.721152067596186,493
34.540018757587994,494
31.93455369003445,495
26.311014934581635,496
44.55222402810765,497
38.224320382175534,498
31.27127942457024,499
40.26896706653264,500
34.48457963351418,501
33.1157053161175,502
32.034779738134226,503
36.33004827849415,504
29.504411594500183,505
35.917769258207294,506
37.54213244883329,507
34.66659309349139,508
48.368899983991405,509
25.965084083517652,510
24.108029838213536,511
33.79581994884507,512
32.71274344102339,513
34.715315775682306,514
28.238390935043675,515
31.53845324444181,516
27.933340911010205,517
33.22156923776304,518
29.92948821860191,519
28.090526636352756,520
28.13158000735293,521
33.006035755416555,522
39.28241964256069,523
36.06402832574454,524
24.629875421266206,525
40.49393734116916,526
31.166421700271954,527
32.654227530965386,528
24.63641968611566,529
27.864920365191452,530
32.64996776529116,531
46.456435374664196,532
41.70932344389935,533
25.247301896120597,534
29.142519689989648,535
30.414615967018705,536
33.948146004622416,537
28.230865635647554,538
35.46667895387756,539
36.016939365708694,540
32.12285439557198,541
39.189394213539885,542
29.182850556640126,543
29.123356297493878,544
25.19807915169828,545
42.178445895409425,546
36.18872110712607,547
33.29532923245678,548
34.64976178168255,549
48.19829339391881,550
27.551533348034475,551
32.56329133226219,552
26.40887710011601,553
26.275503462817994,554
24.931597724199236,555
26.26543290209252,556
22.72195429611481,557
26.865828083721553,558
36.308134440005404,559
38.43600765033407,560
30.322719760484247,561
31.510634447784668,562
42.46969571517987,563
34.232295786818895,564
24.426530250551238,565
34.19834633683702,566
22.945039035089724,567
39.271109161238115,568
36.917641483896844,569
27.920828277661215,570
25.538144887425275,571
30.900421896439376,572
38.66172452020524,573
22.853241701897655,574
26.62188544043201,575
31.37714044182342,576
36.015079738657526,577
35.28755613755189,578
38.00155799575914,579
24.269289812076295,580
22.183797244294688,581
39.63349129235995,582
29.20959457611316,583
27.02227622254447,584
40.37254793057058,585
35.64050874280758,586
30.19328051311014,587
30.39874000447658,588
34.12546121980542,589
20.348012374672813,590
29.176092691206584,591
42.022400884736214,592
39.29645086207317,593
39.04370730627193,594
31.57219930055104,595
32.457168779564185,596
34.2079587494283,597
34.67241524625881,598
25.173012862244704,599
45.95459253926349,600
32.14087083229404,601
27.206501639259628,602
26.06239982609811,603
40.06008404967,604
25.758399657227145,605
29.81325917352647,606
31.326224880256525,607
36.22759821096669,608
32.76075108954915,609
30.541389027041532,610
25.554126703647746,611
28.415938538969925,612
38.62794892318175,613
30.006276909406978,614
30.156905560280038,615
30.729942238693866,616
32.46727158838619,617
35.256125555243884,618
30.851343898802305,619
30.13142496806362,620
29.445516125939356,621
32.09453420871543,622
29.97518699001793,623
27.83705364760837,624
23.553970920718385,625
30.576150940290113,626
28.86917725014861,627
32.37441534856956,628
27.781520528826967,629
30.625515894750734,630
37.952093916163804,631
28.08079574480375,632
29.642145996244572,633
42.30570947221826,634
30.531914335436802,635
30.190808079179696,636
30.07974905250672,637
29.08147049356402,638
37.637565659072905,639
33.650532142123545,640
35.25482169748556,641
36.97023410094746,642
27.520007190877557,643
29.146660837450646,644
28.489634172389984,645
36.962392532501134,646
45.07336112340832,647
25.066683287461245,648
31.367496922991172,649
26.59794257533045,650
32.60647084251537,651
29.18302780425926,652
26.355839480544,653
39.484450284375605,654
27.277017778665403,655
32.835096442770265,656
28.970074193009516,657
34.38051727713535,658
34.30746951786575,659
27.349585799094967,660
27.2640419663795,661
23.785855900031304,662
34.58081376972582,663
24.35575984942536,664
43.686091367754905,665
28.211037507279002,666
32.787813622041526,667
29.45174663432759,668
24.72541040740255,669
25.11980560433141,670
24.46143310202384,671
35.240782444071144,672
27.3418356460339,673
28.004184615072383,674
32.896778319943756,675
27.649437246810557,676
28.190828101512423,677
25.779177577859627,678
28.60463215324856,679
34.11611767737495,680
34.994163896256694,681
26.210135499599993,682
34.0007598008363,683
29.118626044273725,684
32.63053580200139,685
27.689271856951265,686
34.53043931004822,687
25.22714189894908,688
32.685218044119544,689
35.67183471899711,690
37.69135394645399,691
24.19541924594759,692
42.14394856574641,693
40.545987973095706,694
29.23613948578536,695
31.048784123689344,696
34.703280532495164,697
32.302616818676725,698
38.467114079494884,699
26.628406038529292,700
40.9353718091466,701
25.93852149529451,702
32.181259643638505,703
33.66234211549076,704
24.771612414887073,705
30.724711515469288,706
28.735237981917628,707
22.171295259395723,708
31.003050433946285,709
26.930451352576597,710
38.3139505235781,711
26.47583835484391,712
26.921241147070916,713
31.373289774468667,714
39.507324638831236,715
40.12727279960832,716
32.89017476414368,717
26.894619071668266,718
32.17146586620467,719
21.342078311020813,720
28.81418557216434,721
34.23364823718589,722
